Set Code,Number,Finish,Count,Location,Order/Add Date,Price Per Card,Order Note,Name
C21,159,N,1,Prosper's Payday Loans,44711,2.99,CS,Blasphemous Act
MH3,252,N,1,Prosper's Payday Loans,45470,0.33,TCG,Bloodsoaked Insight // Sanguine Morass
WWK,132,N,1,Prosper's Payday Loans,44619,1.79,CK,Bojuka Bog
CLB,670,N,1,Prosper's Payday Loans,45047,3.44,TCG,Brainstealer Dragon
KLD,110,N,1,Prosper's Payday Loans,44619,9.99,CK,"Chandra, Torch of Defiance"
NCC,266,N,1,Prosper's Payday Loans,44701,1.99,CS,Chaos Warp
40K,271,N,1,Prosper's Payday Loans,44864,0.48,TCG,Command Tower
C21,49,N,1,Prosper's Payday Loans,44619,0.35,CK,Creative Technique
C21,50,N,1,Prosper's Payday Loans,45068,2.99,TCG,Cursed Mirror
MH2,81,N,1,Prosper's Payday Loans,44619,12.99,CK,Dauthi Voidwalker
AFR,94,N,1,Prosper's Payday Loans,44619,3.99,CK,Deadly Dispute
WOE,223,N,1,Prosper's Payday Loans,45173,1.91,TCG,Decadent Dragon // Expensive Taste
CLB,630,N,1,Prosper's Payday Loans,44797,4.99,CS,Delayed Blast Fireball
BRO,260,N,1,Prosper's Payday Loans,44903,0.55,TCG,Demolition Field
CLB,580,N,1,Prosper's Payday Loans,44735,0.49,TCG,Descent into Avernus
RIX,99,N,1,Prosper's Payday Loans,44619,1.49,CK,Dire Fleet Daredevil
2XM,86,N,1,Prosper's Payday Loans,44619,0.79,CK,Disciple of the Vault
M11,223,N,1,Prosper's Payday Loans,44619,4.39,CK,Dragonskull Summit
MH2,246,N,1,Prosper's Payday Loans,44922,0.26,TCG,Drossforge Bridge
WHO,84,N,1,Prosper's Payday Loans,45628,1.36,TCG,Ensnared by the Mara
AFC,47,N,1,Prosper's Payday Loans,44619,0.39,CK,Fevered Suspicion
SOI,272,N,1,Prosper's Payday Loans,44619,0.99,CK,Foreboding Ruins
SNC,107,N,1,Prosper's Payday Loans,45714,0.16,TCG,Glittering Stockpile
KLD,84,N,1,Prosper's Payday Loans,44619,0.35,CK,"Gonti, Lord of Luxury"
DFT,357,N,1,Prosper's Payday Loans,45709,1.77,TCG,"Gonti, Night Minister"
IMA,237,N,1,Prosper's Payday Loans,44903,6.63,TCG,Graven Cairns
CLB,755,N,1,Prosper's Payday Loans,44787,,Precon 1 Nalia,Grim Hireling
CMM,737,N,1,Prosper's Payday Loans,45173,2.04,TCG,Guff Rewrites History
MID,263,F,1,Prosper's Payday Loans,44619,7.99,CK,Haunted Ridge
AER,64,N,1,Prosper's Payday Loans,45415,0.49,TCG,Herald of Anguish
AFC,48,N,1,Prosper's Payday Loans,44619,0.99,CK,Hurl Through Hell
AFC,129,N,1,Prosper's Payday Loans,44619,0.35,CK,Ignite the Future
CLB,183,N,1,Prosper's Payday Loans,44864,0.2,TCG,Inspired Tinkering
CLB,575,N,1,Prosper's Payday Loans,44737,0.99,CS,Intellect Devourer
CLB,799,N,1,Prosper's Payday Loans,44720,9.23,TCG,Jeska's Will
C21,53,N,1,Prosper's Payday Loans,44619,7.99,CK,"Laelia, the Blade Reforged"
AFC,131,N,1,Prosper's Payday Loans,44619,0.49,CK,Light Up the Stage
LTC,110,N,1,Prosper's Payday Loans,45101,1,TCG,"Lobelia, Defender of Bag End"
CLB,355,N,1,Prosper's Payday Loans,44722,6.42,TCG,Luxury Suite
AFC,102,N,1,Prosper's Payday Loans,44619,0.35,CK,Marionette Master
WAR,204,N,1,Prosper's Payday Loans,44493,1.49,CK,Mayhem Devil
LTR,342,N,1,Prosper's Payday Loans,45101,1,TCG,Mines of Moria
LTR,421,N,1,Prosper's Payday Loans,45173,0.35,CK,Mirkwood Bats
CMR,136,N,1,Prosper's Payday Loans,44646,,CMR 1,Nadier's Nightblade
CLB,632,N,1,Prosper's Payday Loans,45068,3.29,TCG,Nalfeshnee
MH3,129,N,1,Prosper's Payday Loans,45457,0.43,TCG,Party Thrasher
CLB,656,F,1,Prosper's Payday Loans,44750,1.49,CS,Passionate Archaeologist
MAT,68,N,1,Prosper's Payday Loans,45068,1.19,TCG,Plargg and Nassari
SNC,116,N,1,Prosper's Payday Loans,45173,4,TCG,Professional Face-Breaker
AFC,2,F,1,Prosper's Payday Loans,44623,1.88,TCG,"Prosper, Tome-Bound"
NCC,50,N,1,Prosper's Payday Loans,44963,3,TCG,Rain of Riches
AFC,214,N,1,Prosper's Payday Loans,44544,0.99,CS,Rakdos Signet
AFC,33,N,1,Prosper's Payday Loans,44619,0.99,CK,Reckless Endeavor
KLD,126,N,1,Prosper's Payday Loans,44619,0.59,CK,Reckless Fireweaver
VOW,174,N,1,Prosper's Payday Loans,44619,0.49,CK,Reckless Impulse
XLN,117,N,1,Prosper's Payday Loans,44619,10.99,CK,Revel in Riches
M11,155,N,1,Prosper's Payday Loans,44619,3.99,CK,Reverberate
VOC,181,N,1,Prosper's Payday Loans,44619,0.35,CK,Shadowblood Ridge
AFC,303,N,1,Prosper's Payday Loans,44814,0.75,TCG,Share the Spoils
C20,314,N,1,Prosper's Payday Loans,44619,1.79,CK,Smoldering Marsh
AFC,263,N,1,Prosper's Payday Loans,44619,0.29,CK,Spinerock Knoll
VOC,184,N,1,Prosper's Payday Loans,44619,0.69,CK,Tainted Peak
40K,257,N,1,Prosper's Payday Loans,45149,3.1,TCG,Talisman of Indulgence
KHM,153,N,1,Prosper's Payday Loans,44735,2.51,TCG,Tibalt's Trickery
AFR,261,N,1,Prosper's Payday Loans,44619,8.99,CK,Treasure Vault
AFC,62,N,1,Prosper's Payday Loans,45220,0.5,TCG,Underdark Rift
ZNR,175,N,1,Prosper's Payday Loans,44619,0.99,CK,Valakut Exploration
KHM,286,N,1,Prosper's Payday Loans,44922,7.25,TCG,"Valki, God of Lies // Tibalt, Cosmic Impostor"
RTR,111,N,1,Prosper's Payday Loans,44619,4.49,CK,Vandalblast
ONE,113,N,1,Prosper's Payday Loans,45173,0.35,CK,Vat of Rebirth
MIC,36,N,1,Prosper's Payday Loans,44619,0.35,CK,Visions of Ruin
CMR,208,N,1,Prosper's Payday Loans,44646,,CMR 1,Volcanic Torrent
DSK,165,N,1,Prosper's Payday Loans,45628,0.29,TCG,Waltz of Rage
CLB,584,N,1,Prosper's Payday Loans,44814,0.73,TCG,Wand of Wonder
CLB,206,N,1,Prosper's Payday Loans,44758,1.99,CS,Wild Magic Surge
AFC,305,N,1,Prosper's Payday Loans,44619,2.29,CK,Wild-Magic Sorcerer
AFR,167,N,1,Prosper's Payday Loans,44619,3.49,CK,Xorn
AFR,169,N,1,Prosper's Payday Loans,44619,0.25,CK,You Find Some Prisoners
XLN,132,N,1,"Raktres, Lord of Discounts",45173,1.25,TCG,Angrath's Marauders
MIC,157,N,1,"Raktres, Lord of Discounts",44493,1.49,CK,Arcane Signet
M3C,197,N,1,"Raktres, Lord of Discounts",45485,4.88,TCG,Archon of Cruelty
MM2,2,N,1,"Raktres, Lord of Discounts",44533,0.75,CS,Artisan of Kozilek
ONC,145,N,1,"Raktres, Lord of Discounts",44963,0.43,CK,Bojuka Bog
WAR,115,N,1,"Raktres, Lord of Discounts",44856,0.91,TCG,Bolt Bend
AKH,239,N,1,"Raktres, Lord of Discounts",44922,1.54,TCG,Canyon Slough
NCC,266,N,1,"Raktres, Lord of Discounts",44780,1.03,TCG,Chaos Warp
C21,163,N,1,"Raktres, Lord of Discounts",44750,1.25,CS,Combustible Gearhulk
40K,272,N,1,"Raktres, Lord of Discounts",44922,0.13,TCG,Command Tower
MMQ,289,N,1,"Raktres, Lord of Discounts",44922,0.97,TCG,Credit Voucher
J22,21,N,1,"Raktres, Lord of Discounts",44942,3.24,TCG,Creeping Bloodsucker
EMN,193,N,1,"Raktres, Lord of Discounts",44561,0.99,CK,Cryptolith Fragment // Aurora of Emrakul
J22,396,N,1,"Raktres, Lord of Discounts",45653,0.19,TCG,Deathbringer Regent
DOM,86,N,1,"Raktres, Lord of Discounts",44561,1.49,CK,Demonlord Belzenlok
CLB,169,N,1,"Raktres, Lord of Discounts",45220,0.84,TCG,Descent into Avernus
C20,132,N,1,"Raktres, Lord of Discounts",44619,0.35,CK,Disciple of Bolas
M11,223,N,1,"Raktres, Lord of Discounts",44619,4.39,CK,Dragonskull Summit
CMD,79,N,1,"Raktres, Lord of Discounts",45137,3.4,TCG,Dread Cacodemon
CLB,125,N,1,"Raktres, Lord of Discounts",45628,0.38,TCG,Elder Brain
40K,76,N,1,"Raktres, Lord of Discounts",45718,0.75,TCG,Exocrine
MKC,153,N,1,"Raktres, Lord of Discounts",45540,0.66,TCG,Fiendish Duo
C15,26,N,1,"Raktres, Lord of Discounts",44533,2.49,CS,Fiery Confluence
BLB,213,N,1,"Raktres, Lord of Discounts",45714,0.1,TCG,Fireglass Mentor
MID,223,N,1,"Raktres, Lord of Discounts",44619,1.29,CK,"Florian, Voldaren Scion"
SOI,272,N,1,"Raktres, Lord of Discounts",44619,0.99,CK,Foreboding Ruins
IMA,237,N,1,"Raktres, Lord of Discounts",44903,6.63,TCG,Graven Cairns
BOK,107,N,1,"Raktres, Lord of Discounts",44856,2.46,TCG,Heartless Hidetsugu
M3C,57,N,1,"Raktres, Lord of Discounts",45540,2.19,TCG,Hideous Taskmaster
IMA,94,N,1,"Raktres, Lord of Discounts",44493,0.59,CK,Indulgent Tormentor
OTJ,259,N,1,"Raktres, Lord of Discounts",45415,0.15,TCG,Jagged Barrens
SCD,233,N,1,"Raktres, Lord of Discounts",45248,0.25,TCG,Kaervek the Merciless
ZNR,146,N,1,"Raktres, Lord of Discounts",44636,0.4,TCG,Kazuul's Fury // Kazuul's Cliffs
C21,42,N,1,"Raktres, Lord of Discounts",44619,1.29,CK,Keen Duelist
SHM,98,N,1,"Raktres, Lord of Discounts",44619,3.99,CK,Knollspine Dragon
2X2,239,N,1,"Raktres, Lord of Discounts",44767,4.47,TCG,Kolaghan's Command
J22,137,N,1,"Raktres, Lord of Discounts",44903,1.2,TCG,Leechridden Swamp
C19,217,N,1,"Raktres, Lord of Discounts",44619,9.99,CK,Lightning Greaves
ICE,146,N,1,"Raktres, Lord of Discounts",44856,0.2,TCG,Lim-Dul's Hex
RTR,99,N,1,"Raktres, Lord of Discounts",44533,0.25,CS,Lobber Crew
CLB,355,N,1,"Raktres, Lord of Discounts",44722,6.42,TCG,Luxury Suite
BBD,149,N,1,"Raktres, Lord of Discounts",44963,0.35,CK,Morbid Curiosity
HOU,104,N,1,"Raktres, Lord of Discounts",44636,15.95,TCG,"Neheb, the Eternal"
BFZ,131,N,1,"Raktres, Lord of Discounts",44533,0.25,CS,Nettle Drone
AFR,229,N,1,"Raktres, Lord of Discounts",44493,0.69,CK,"Orcus, Prince of Undeath"
INV,119,N,1,"Raktres, Lord of Discounts",44544,1.29,CK,Plague Spitter
SLD,496,N,1,"Raktres, Lord of Discounts",45220,7.99,TCG,Platinum Angel
NCC,39,N,1,"Raktres, Lord of Discounts",44729,1.64,TCG,Protection Racket
C17,190,N,1,"Raktres, Lord of Discounts",44493,0.47,CK,Rakdos Charm
MM3,225,N,1,"Raktres, Lord of Discounts",44493,1.29,CK,Rakdos Signet
CMR,532,F,1,"Raktres, Lord of Discounts",44533,3.39,CS,"Rakdos, Lord of Riots"
MKM,224,N,1,"Raktres, Lord of Discounts",45376,5.69,TCG,"Rakdos, Patron of Chaos"
ORI,250,N,1,"Raktres, Lord of Discounts",44533,0.35,CS,Rogue's Passage
IMA,106,N,1,"Raktres, Lord of Discounts",44533,6.99,CS,Rune-Scarred Demon
M21,120,N,1,"Raktres, Lord of Discounts",44533,0.75,CS,Sanctum of Stone Fangs
CMR,336,N,1,"Raktres, Lord of Discounts",44646,,CMR 1,Sandstone Oracle
VOC,181,N,1,"Raktres, Lord of Discounts",44533,0.49,CS,Shadowblood Ridge
DMC,233,N,1,"Raktres, Lord of Discounts",45047,7.49,TCG,"Shizo, Death's Storehouse"
M15,114,N,1,"Raktres, Lord of Discounts",44493,0.25,CK,Sign in Blood
JMP,363,N,1,"Raktres, Lord of Discounts",44678,0.49,CS,Sin Prodder
VOC,183,N,1,"Raktres, Lord of Discounts",44533,0.99,CS,Smoldering Marsh
C18,19,N,1,"Raktres, Lord of Discounts",44963,9.09,CK,Sower of Discord
RNA,85,N,1,"Raktres, Lord of Discounts",44533,2.49,CS,Spawn of Mayhem
RNA,117,N,1,"Raktres, Lord of Discounts",44505,,Packs 1,Spear Spewer
AFC,263,N,1,"Raktres, Lord of Discounts",44619,0.29,CK,Spinerock Knoll
C21,266,N,1,"Raktres, Lord of Discounts",45047,0.99,CS,Steel Hellkite
ELD,203,N,1,"Raktres, Lord of Discounts",44533,0.75,CS,Stormfist Crusader
DMU,256,N,1,"Raktres, Lord of Discounts",44906,2.99,CS,Sulfurous Springs
BLB,155,N,1,"Raktres, Lord of Discounts",45718,1.27,TCG,Sunspine Lynx
C14,275,N,1,"Raktres, Lord of Discounts",44493,1.59,CK,Swiftfoot Boots
VOC,184,N,1,"Raktres, Lord of Discounts",44533,0.49,CS,Tainted Peak
MRD,255,N,1,"Raktres, Lord of Discounts",44533,3.99,CS,Talisman of Indulgence
VOC,186,N,1,"Raktres, Lord of Discounts",44533,0.99,CS,Temple of Malice
RNA,213,N,1,"Raktres, Lord of Discounts",44561,0.35,CK,Theater of Horrors
MID,164,N,1,"Raktres, Lord of Discounts",44533,0.25,CS,Thermo-Alchemist
DGM,133,N,1,"Raktres, Lord of Discounts",45248,0.03,TCG,Toil // Trouble
2XM,110,N,1,"Raktres, Lord of Discounts",44735,16.36,TCG,Toxic Deluge
ZNR,173,N,1,"Raktres, Lord of Discounts",45248,0.09,TCG,Tuktuk Rubblefort
C15,170,N,1,"Raktres, Lord of Discounts",44533,4.49,CS,Vandalblast
BFZ,17,N,1,"Raktres, Lord of Discounts",44505,,Packs 1,Void Winnower
CMR,211,N,1,"Raktres, Lord of Discounts",44646,,CMR 1,Wheel of Misfortune
M3C,316,N,1,"Tuvasa, Prequel to Threevasa",45470,0.94,TCG,Adarkar Wastes
JMP,82,N,1,"Tuvasa, Prequel to Threevasa",45078,0.59,CK,Ajani's Chosen
ELD,2,N,1,"Tuvasa, Prequel to Threevasa",44770,0.99,CS,All That Glitters
GTC,114,N,1,"Tuvasa, Prequel to Threevasa",45173,2.79,CK,Alpha Authority
MH3,51,N,1,"Tuvasa, Prequel to Threevasa",45470,0.74,TCG,Amphibian Downpour
PLST,EMA-157,N,1,"Tuvasa, Prequel to Threevasa",45078,5.49,CK,Ancestral Mask
THB,3,N,1,"Tuvasa, Prequel to Threevasa",44922,0.69,TCG,Archon of Sun's Grace
EMA,195,N,1,"Tuvasa, Prequel to Threevasa",44922,0.48,TCG,Armadillo Cloak
CMR,11,N,1,"Tuvasa, Prequel to Threevasa",44646,,CMR 1,Armored Skyhunter
PLST,C15-60,N,1,"Tuvasa, Prequel to Threevasa",44780,4.27,TCG,Aura of Silence
ZNR,180,N,1,"Tuvasa, Prequel to Threevasa",44922,3,TCG,Bala Ged Recovery // Bala Ged Sanctuary
C18,131,N,1,"Tuvasa, Prequel to Threevasa",44922,5.01,TCG,Bear Umbra
OTJ,267,N,1,"Tuvasa, Prequel to Threevasa",45683,1.9,TCG,Botanical Sanctum
C18,170,N,1,"Tuvasa, Prequel to Threevasa",44922,0.45,TCG,"Bruna, Light of Alabaster"
BRO,259,N,1,"Tuvasa, Prequel to Threevasa",44922,1.25,CS,Brushland
MAT,26,F,1,"Tuvasa, Prequel to Threevasa",45068,5.15,TCG,"Calix, Guided by Fate"
NCC,389,N,1,"Tuvasa, Prequel to Threevasa",44922,0.58,TCG,Canopy Vista
ZNC,124,N,1,"Tuvasa, Prequel to Threevasa",44751,0.25,TCG,Command Tower
PLST,MBS-22,N,1,"Tuvasa, Prequel to Threevasa",44781,0.72,TCG,Corrupted Conscience
MID,260,N,1,"Tuvasa, Prequel to Threevasa",45628,3.1,TCG,Deserted Beach
THB,168,N,1,"Tuvasa, Prequel to Threevasa",45047,0.99,TCG,Destiny Spinner
WAR,193,N,1,"Tuvasa, Prequel to Threevasa",44780,4.12,TCG,Dovin's Veto
VOW,262,N,1,"Tuvasa, Prequel to Threevasa",45429,3.86,TCG,Dreamroot Cascade
NCC,197,N,1,"Tuvasa, Prequel to Threevasa",44780,0.55,TCG,Duelist's Heritage
LCI,54,N,1,"Tuvasa, Prequel to Threevasa",45628,0.25,TCG,Eaten by Piranhas
JOU,122,N,1,"Tuvasa, Prequel to Threevasa",44922,2.01,TCG,Eidolon of Blossoms
UMA,3,N,1,"Tuvasa, Prequel to Threevasa",44781,11.64,TCG,Eldrazi Conscription
MH2,283,N,1,"Tuvasa, Prequel to Threevasa",44922,0.99,CS,Enchantress's Presence
MMQ,78,N,1,"Tuvasa, Prequel to Threevasa",44922,0.27,TCG,Energy Flux
RTR,9,N,1,"Tuvasa, Prequel to Threevasa",44780,0.31,TCG,Ethereal Armor
NEO,13,N,1,"Tuvasa, Prequel to Threevasa",44849,6.97,TCG,Farewell
PCA,6,N,1,"Tuvasa, Prequel to Threevasa",44780,1.9,TCG,Felidar Umbra
AFC,158,N,1,"Tuvasa, Prequel to Threevasa",44922,0.25,TCG,Fertile Ground
TMP,19,N,1,"Tuvasa, Prequel to Threevasa",44922,3.95,TCG,Flickering Ward
M12,227,N,1,"Tuvasa, Prequel to Threevasa",44765,4.49,TCG,Glacial Fortress
VIS,6,N,1,"Tuvasa, Prequel to Threevasa",44797,0.25,CS,Gossamer Chains
C15,3,N,1,"Tuvasa, Prequel to Threevasa",44906,5.69,TCG,Grasp of Fate
MOC,16,N,1,"Tuvasa, Prequel to Threevasa",45068,5.25,TCG,Guardian Scalelord
VOW,17,N,1,"Tuvasa, Prequel to Threevasa",44922,6.49,TCG,Hallowed Haunting
THS,17,N,1,"Tuvasa, Prequel to Threevasa",44780,5.44,TCG,"Heliod, God of the Sun"
C18,151,N,1,"Tuvasa, Prequel to Threevasa",44922,1.68,TCG,Herald of the Pantheon
ALA,173,N,1,"Tuvasa, Prequel to Threevasa",44922,0.22,TCG,Hindering Light
DMR,248,N,1,"Tuvasa, Prequel to Threevasa",44922,3.99,CS,Hinterland Harbor
EMN,65,N,1,"Tuvasa, Prequel to Threevasa",44780,1.49,TCG,Imprisoned in the Moon
AKH,245,N,1,"Tuvasa, Prequel to Threevasa",44765,0.75,TCG,Irrigated Farmland
DMU,201,N,1,"Tuvasa, Prequel to Threevasa",45149,0.69,TCG,"Ivy, Gleeful Spellthief"
NEO,225,N,1,"Tuvasa, Prequel to Threevasa",44922,0.24,TCG,Jukai Naturalist
ELD,164,N,1,"Tuvasa, Prequel to Threevasa",44770,0.75,CS,Kenrith's Transformation
ROE,31,N,1,"Tuvasa, Prequel to Threevasa",44758,2.99,CS,Kor Spiritdancer
EMA,19,N,1,"Tuvasa, Prequel to Threevasa",44758,1.75,CS,Mesa Enchantress
THB,183,N,1,"Tuvasa, Prequel to Threevasa",44922,0.1225,CS,Nessian Wanderer
IMA,242,N,1,"Tuvasa, Prequel to Threevasa",44765,1.49,TCG,Nimbus Maze
C18,33,N,1,"Tuvasa, Prequel to Threevasa",44922,3.66,TCG,Nylea's Colossus
CMM,723,N,1,"Tuvasa, Prequel to Threevasa",45173,3.51,TCG,Ondu Spiritdancer
MID,265,N,1,"Tuvasa, Prequel to Threevasa",44922,5.04,TCG,Overgrown Farmland
AFC,256,N,1,"Tuvasa, Prequel to Threevasa",44765,0.22,TCG,Prairie Stream
C21,21,N,1,"Tuvasa, Prequel to Threevasa",44619,1.29,CK,Promise of Loyalty
CLB,730,N,1,"Tuvasa, Prequel to Threevasa",44780,3.73,TCG,Propaganda
AFC,167,N,1,"Tuvasa, Prequel to Threevasa",44922,0.94,TCG,Rancor
BLC,325,N,1,"Tuvasa, Prequel to Threevasa",45683,0.98,TCG,Razorverge Thicket
CMR,354,N,1,"Tuvasa, Prequel to Threevasa",45683,4.96,TCG,Rejuvenating Springs
FRF,23,N,1,"Tuvasa, Prequel to Threevasa",44922,0.25,CS,Sage's Reverie
MH2,171,N,1,"Tuvasa, Prequel to Threevasa",44922,2.07,TCG,Sanctum Weaver
M19,223,N,1,"Tuvasa, Prequel to Threevasa",44922,1.25,CS,Satyr Enchanter
AKH,247,N,1,"Tuvasa, Prequel to Threevasa",44922,3.49,CS,Scattered Groves
CLB,360,N,1,"Tuvasa, Prequel to Threevasa",44726,7.99,CS,Sea of Clouds
ONE,258,N,1,"Tuvasa, Prequel to Threevasa",45683,1.7,TCG,Seachrome Coast
NCC,425,N,1,"Tuvasa, Prequel to Threevasa",44922,0.25,TCG,Seaside Citadel
THB,198,N,1,"Tuvasa, Prequel to Threevasa",44922,4.18,TCG,Setessan Champion
SHM,242,N,1,"Tuvasa, Prequel to Threevasa",45047,0.95,TCG,Shield of the Oversoul
E02,4,N,1,"Tuvasa, Prequel to Threevasa",44780,3.25,TCG,Shielded by Faith
NEO,206,N,1,"Tuvasa, Prequel to Threevasa",45047,0.29,TCG,"Shigeki, Jukai Visionary"
J22,244,N,1,"Tuvasa, Prequel to Threevasa",44922,0.99,CS,Sigil of the Empty Throne
UMA,207,N,1,"Tuvasa, Prequel to Threevasa",44770,1.25,CS,Sovereigns of Lost Alara
C16,77,N,1,"Tuvasa, Prequel to Threevasa",44619,6.99,CK,Sphere of Safety
CMR,385,N,1,"Tuvasa, Prequel to Threevasa",44780,0.43,TCG,Spirit Mantle
SHM,150,N,1,"Tuvasa, Prequel to Threevasa",44780,3.34,TCG,Steel of the Godhead
MM3,25,N,1,"Tuvasa, Prequel to Threevasa",44922,2.92,TCG,Stony Silence
MH3,258,N,1,"Tuvasa, Prequel to Threevasa",45457,0.43,TCG,Strength of the Harvest // Haven of the Harvest
XLN,257,N,1,"Tuvasa, Prequel to Threevasa",44922,3.99,TCG,Sunpetal Grove
MH2,214,N,1,"Tuvasa, Prequel to Threevasa",44922,1.35,TCG,"Sythis, Harvest's Hand"
NEC,180,N,1,"Tuvasa, Prequel to Threevasa",44765,0.49,TCG,Temple of Enlightenment
SCD,327,N,1,"Tuvasa, Prequel to Threevasa",44922,0.31,TCG,Temple of Plenty
C18,47,F,1,"Tuvasa, Prequel to Threevasa",44922,2.99,TCG,Tuvasa the Sunlit
DSK,271,N,1,"Tuvasa, Prequel to Threevasa",45683,1.91,TCG,Valgavoth's Lair
VIS,48,N,1,"Tuvasa, Prequel to Threevasa",44922,0.25,TCG,Vanishing
MH1,249,N,1,"Tuvasa, Prequel to Threevasa",44922,3.29,TCG,Waterlogged Grove
DMR,184,N,1,"Tuvasa, Prequel to Threevasa",44922,0.25,CS,Wild Growth
CMR,392,N,1,"Tuvasa, Prequel to Threevasa",44765,0.19,TCG,Winds of Rath
ONS,122,N,1,"Tuvasa, Prequel to Threevasa",44988,3.99,CS,Words of Wind
DMU,261,N,1,"Tuvasa, Prequel to Threevasa",44922,0.69,TCG,Yavimaya Coast
C14,59,N,1,Vaevictis's Slot Machines,44701,5.99,CS,Arcane Lighthouse
ONE,158,N,1,Vaevictis's Slot Machines,45787,0.14,TCG,Armored Scrapgorger
CLB,779,N,1,Vaevictis's Slot Machines,45078,0.49,CK,Avatar of Slaughter
2XM,153,N,1,Vaevictis's Slot Machines,44544,3.49,CS,Awakening Zone
P30A,26,N,1,Vaevictis's Slot Machines,45764,2.99,TCG,Beast Whisperer
KHM,206,N,1,Vaevictis's Slot Machines,44864,0.49,TCG,Binding the Old Gods
SOM,224,N,1,Vaevictis's Slot Machines,45683,2.81,TCG,Blackcleave Cliffs
BRC,12,N,1,Vaevictis's Slot Machines,44922,1.13,TCG,Blast-Furnace Hellkite
OTJ,266,N,1,Vaevictis's Slot Machines,45683,4.25,TCG,Blooming Marsh
AFC,229,N,1,Vaevictis's Slot Machines,44544,1.49,CS,Cinder Glade
CMD,269,N,1,Vaevictis's Slot Machines,45800,0.49,TCG,Command Tower
FEM,83,N,1,Vaevictis's Slot Machines,44963,1.25,CK,Conch Horn
SOM,225,N,1,Vaevictis's Slot Machines,45683,3.99,TCG,Copperline Gorge
CMR,220,N,1,Vaevictis's Slot Machines,44646,,CMR 1,Court of Bounty
USG,179,N,1,Vaevictis's Slot Machines,44922,0.68,TCG,Crater Hellion
VOW,261,N,1,Vaevictis's Slot Machines,44765,6.02,TCG,Deathcap Glade
NCC,336,N,1,Vaevictis's Slot Machines,45185,0.5,TCG,Deathreap Ritual
KLD,73,N,1,Vaevictis's Slot Machines,44493,1.99,CK,Demon of Dark Schemes
NCC,247,N,1,Vaevictis's Slot Machines,45173,0.59,CK,Disciple of Bolas
M11,223,N,1,Vaevictis's Slot Machines,44619,4.39,CK,Dragonskull Summit
AFC,39,N,1,Vaevictis's Slot Machines,44767,3.97,TCG,Druid of Purification
TSR,342,N,1,Vaevictis's Slot Machines,44856,0.86,TCG,"Etali, Primal Storm"
P30A,12,F,1,Vaevictis's Slot Machines,45397,1,TCG,Eternal Witness
NEC,168,N,1,Vaevictis's Slot Machines,44751,0.24,TCG,Exotic Orchard
CMR,228,N,1,Vaevictis's Slot Machines,44646,,CMR 1,Fyndhorn Elves
MID,103,N,1,Vaevictis's Slot Machines,44544,1.49,CS,"Gisa, Glorious Resurrector"
BBD,201,N,1,Vaevictis's Slot Machines,45137,4.11,TCG,Greater Good
CLB,680,N,1,Vaevictis's Slot Machines,45068,1.19,TCG,Green Slime
C21,62,N,1,Vaevictis's Slot Machines,45149,0.69,TCG,Guardian Augmenter
P30A,20,F,1,Vaevictis's Slot Machines,45397,0.77,TCG,Harvester of Souls
MMQ,138,N,1,Vaevictis's Slot Machines,44790,3.49,CS,Haunted Crossroads
MID,263,N,1,Vaevictis's Slot Machines,45529,3.77,TCG,Haunted Ridge
FDN,61,N,1,Vaevictis's Slot Machines,45709,0.7,TCG,High-Society Hunter
OTJ,207,N,1,Vaevictis's Slot Machines,45653,0.69,TCG,Honest Rutstein
MH2,166,N,1,Vaevictis's Slot Machines,44790,3.35,TCG,Ignoble Hierarch
WAR,133,N,1,Vaevictis's Slot Machines,44561,6.79,CK,"Ilharg, the Raze-Boar"
10E,354,N,1,Vaevictis's Slot Machines,45424,4.26,TCG,Karplusan Forest
ARC,127,N,1,Vaevictis's Slot Machines,45220,0.43,TCG,Khalni Garden
C13,303,N,1,Vaevictis's Slot Machines,45800,0.64,TCG,Kher Keep
CMR,239,N,1,Vaevictis's Slot Machines,45137,3.5,TCG,Kodama of the East Tree
ELD,329,N,1,Vaevictis's Slot Machines,44544,15.99,CK,"Korvold, Fae-Cursed King"
C14,204,N,1,Vaevictis's Slot Machines,45800,0.53,TCG,Llanowar Elves
10E,355,N,1,Vaevictis's Slot Machines,45424,2,TCG,Llanowar Wastes
CLB,355,N,1,Vaevictis's Slot Machines,44722,6.42,TCG,Luxury Suite
AKH,175,N,1,Vaevictis's Slot Machines,44864,0.37,TCG,Manglehorn
MOC,256,N,1,Vaevictis's Slot Machines,45068,1.59,TCG,Massacre Wurm
WAR,204,N,1,Vaevictis's Slot Machines,44619,1.49,CK,Mayhem Devil
C18,209,N,1,Vaevictis's Slot Machines,44864,0.4,TCG,Mimic Vat
GTC,101,N,1,Vaevictis's Slot Machines,45068,0.89,TCG,Molten Primordial
CLB,242,N,1,Vaevictis's Slot Machines,44780,2.09,TCG,Monster Manual // Zoological Study
INR,388,N,1,Vaevictis's Slot Machines,45683,0.49,TCG,Morbid Opportunist
WOE,231,N,1,Vaevictis's Slot Machines,45185,1.13,TCG,Mosswood Dreadknight // Dread Whispers
BRC,110,N,1,Vaevictis's Slot Machines,45787,0.65,TCG,Noxious Gearhulk
MIC,127,N,1,Vaevictis's Slot Machines,44493,0.35,CK,Overseer of the Damned
